g_id,home_team,away_team,home_final_score,away_final_score,date,umpire_HP,umpire_1B,umpire_2B,umpire_3B,start_time,venue_name,weather,wind,elapsed_time,attendance
201900134.0,bal,nya,3.0,15.0,2019-04-07,,,,,,Oriole Park at Camden Yards,,,,
201900135.0,hou,oak,9.0,8.0,2019-04-07,,,,,,Minute Maid Park,,,,
201900136.0,sln,sdn,4.0,1.0,2019-04-07,,,,,,Busch Stadium,,,,
201900137.0,cha,sea,5.0,12.0,2019-04-07,,,,,,Guaranteed Rate Field,,,,
201900138.0,sfn,tba,0.0,3.0,2019-04-07,,,,,,Oracle Park,,,,
201900139.0,ana,tex,7.0,2.0,2019-04-07,,,,,,Angel Stadium,,,,
201900140.0,cle,tor,3.0,1.0,2019-04-07,,,,,,Progressive Field,,,,
201900141.0,nyn,was,9.0,12.0,2019-04-07,,,,,,Citi Field,,,,
201900142.0,col,atl,6.0,8.0,2019-04-08,,,,,,Coors Field,,,,
201900143.0,sln,lan,4.0,3.0,2019-04-08,,,,,,Busch Stadium,,,,
201900144.0,ana,mil,5.0,2.0,2019-04-08,,,,,,Angel Stadium,,,,
201900145.0,hou,nya,4.0,3.0,2019-04-08,,,,,,Minute Maid Park,,,,
201900146.0,bal,oak,12.0,4.0,2019-04-08,,,,,,Oriole Park at Camden Yards,,,,
201900147.0,chn,pit,10.0,0.0,2019-04-08,,,,,,Wrigley Field,,,,
201900148.0,sfn,sdn,5.0,6.0,2019-04-08,,,,,,Oracle Park,,,,
201900149.0,kca,sea,5.0,13.0,2019-04-08,,,,,,Kauffman Stadium,,,,
201900150.0,cha,tba,1.0,5.0,2019-04-08,,,,,,Guaranteed Rate Field,,,,
201900151.0,phi,was,4.0,3.0,2019-04-08,,,,,,Citizens Bank Park,,,,
201900152.0,col,atl,1.0,7.0,2019-04-09,,,,,,Coors Field,,,,
201900153.0,det,cle,2.0,8.0,2019-04-09,,,,,,Comerica Park,,,,
201900154.0,sln,lan,4.0,0.0,2019-04-09,,,,,,Busch Stadium,,,,
201900155.0,cin,mia,14.0,0.0,2019-04-09,,,,,,Great American Ball Park,,,,
201900156.0,ana,mil,11.0,8.0,2019-04-09,,,,,,Angel Stadium,,,,
201900157.0,nyn,min,8.0,14.0,2019-04-09,,,,,,Citi Field,,,,
201900158.0,hou,nya,6.0,3.0,2019-04-09,,,,,,Minute Maid Park,,,,
201900159.0,bal,oak,2.0,13.0,2019-04-09,,,,,,Oriole Park at Camden Yards,,,,
201900160.0,sfn,sdn,7.0,2.0,2019-04-09,,,,,,Oracle Park,,,,
201900161.0,kca,sea,3.0,6.0,2019-04-09,,,,,,Kauffman Stadium,,,,
201900162.0,cha,tba,5.0,10.0,2019-04-09,,,,,,Guaranteed Rate Field,,,,
201900163.0,ari,tex,5.0,4.0,2019-04-09,,,,,,Chase Field,,,,
201900164.0,bos,tor,5.0,7.0,2019-04-09,,,,,,Fenway Park,,,,
201900165.0,phi,was,6.0,10.0,2019-04-09,,,,,,Citizens Bank Park,,,,
201900166.0,det,cle,4.0,1.0,2019-04-10,,,,,,Comerica Park,,,,
201900167.0,sln,lan,7.0,2.0,2019-04-10,,,,,,Busch Stadium,,,,
201900168.0,cin,mia,2.0,1.0,2019-04-10,,,,,,Great American Ball Park,,,,
201900169.0,ana,mil,4.0,2.0,2019-04-10,,,,,,Angel Stadium,,,,
201900170.0,nyn,min,9.0,6.0,2019-04-10,,,,,,Citi Field,,,,
201900171.0,hou,nya,8.0,6.0,2019-04-10,,,,,,Minute Maid Park,,,,
201900172.0,bal,oak,3.0,10.0,2019-04-10,,,,,,Oriole Park at Camden Yards,,,,
201900173.0,chn,pit,2.0,5.0,2019-04-10,,,,,,Wrigley Field,,,,
201900174.0,sfn,sdn,1.0,3.0,2019-04-10,,,,,,Oracle Park,,,,
201900175.0,kca,sea,5.0,6.0,2019-04-10,,,,,,Kauffman Stadium,,,,
201900176.0,cha,tba,1.0,9.0,2019-04-10,,,,,,Guaranteed Rate Field,,,,
201900177.0,ari,tex,2.0,5.0,2019-04-10,,,,,,Chase Field,,,,
201900178.0,phi,was,1.0,15.0,2019-04-10,,,,,,Citizens Bank Park,,,,
201900179.0,det,cle,0.0,4.0,2019-04-11,,,,,,Comerica Park,,,,
201900180.0,sfn,col,1.0,0.0,2019-04-11,,,,,,Oracle Park,,,,
201900181.0,sln,lan,11.0,7.0,2019-04-11,,,,,,Busch Stadium,,,,
201900182.0,cin,mia,5.0,0.0,2019-04-11,,,,,,Great American Ball Park,,,,
201900183.0,atl,nyn,3.0,6.0,2019-04-11,,,,,,SunTrust Park,,,,
201900184.0,bal,oak,5.0,8.0,2019-04-11,,,,,,Oriole Park at Camden Yards,,,,
201900185.0,chn,pit,2.0,0.0,2019-04-11,,,,,,Wrigley Field,,,,
201900186.0,ari,sdn,6.0,7.0,2019-04-11,,,,,,Chase Field,,,,
201900187.0,kca,sea,6.0,7.0,2019-04-11,,,,,,Kauffman Stadium,,,,
201900188.0,bos,tor,7.0,6.0,2019-04-11,,,,,,Fenway Park,,,,
201900189.0,chn,ana,5.0,1.0,2019-04-12,,,,,,Wrigley Field,,,,
201900190.0,bos,bal,6.0,4.0,2019-04-12,,,,,,Fenway Park,,,,
201900191.0,nya,cha,6.0,9.0,2019-04-12,,,,,,Yankee Stadium,,,,
201900192.0,kca,cle,8.0,1.0,2019-04-12,,,,,,Kauffman Stadium,,,,
201900193.0,sfn,col,3.0,2.0,2019-04-12,,,,,,Oracle Park,,,,
201900194.0,sea,hou,6.0,10.0,2019-04-12,,,,,,T-Mobile Park,,,,
201900195.0,lan,mil,5.0,8.0,2019-04-12,,,,,,Dodger Stadium,,,,
201900196.0,atl,nyn,2.0,6.0,2019-04-12,,,,,,SunTrust Park,,,,
201900197.0,tex,oak,6.0,8.0,2019-04-12,,,,,,Globe Life Park in Arlington,,,,
201900198.0,mia,phi,1.0,9.0,2019-04-12,,,,,,Marlins Park,,,,
201900199.0,was,pit,3.0,6.0,2019-04-12,,,,,,Nationals Park,,,,
201900200.0,ari,sdn,1.0,2.0,2019-04-12,,,,,,Chase Field,,,,
201900201.0,tor,tba,7.0,11.0,2019-04-12,,,,,,Rogers Centre,,,,
201900202.0,chn,ana,5.0,6.0,2019-04-13,,,,,,Wrigley Field,,,,
201900203.0,bos,bal,5.0,9.0,2019-04-13,,,,,,Fenway Park,,,,
201900204.0,nya,cha,4.0,0.0,2019-04-13,,,,,,Yankee Stadium,,,,
201900205.0,kca,cle,3.0,0.0,2019-04-13,,,,,,Kauffman Stadium,,,,
201900206.0,sfn,col,5.0,2.0,2019-04-13,,,,,,Oracle Park,,,,
201900207.0,min,det,4.0,3.0,2019-04-13,,,,,,Target Field,,,,
201900208.0,sea,hou,1.0,3.0,2019-04-13,,,,,,T-Mobile Park,,,,
201900209.0,lan,mil,1.0,4.0,2019-04-13,,,,,,Dodger Stadium,,,,
201900210.0,atl,nyn,11.0,7.0,2019-04-13,,,,,,SunTrust Park,,,,
201900211.0,mia,phi,10.0,3.0,2019-04-13,,,,,,Marlins Park,,,,
201900212.0,was,pit,3.0,2.0,2019-04-13,,,,,,Nationals Park,,,,
201900213.0,ari,sdn,4.0,5.0,2019-04-13,,,,,,Chase Field,,,,
201900214.0,cin,sln,5.0,2.0,2019-04-13,,,,,,Estadio de Beisbol Monterrey,,,,
201900215.0,tor,tba,3.0,1.0,2019-04-13,,,,,,Rogers Centre,,,,
201900216.0,bos,bal,4.0,0.0,2019-04-14,,,,,,Fenway Park,,,,
201900217.0,nya,cha,2.0,5.0,2019-04-14,,,,,,Yankee Stadium,,,,
201900218.0,kca,cle,9.0,8.0,2019-04-14,,,,,,Kauffman Stadium,,,,
201900219.0,sfn,col,0.0,4.0,2019-04-14,,,,,,Oracle Park,,,,
201900220.0,min,det,6.0,4.0,2019-04-14,,,,,,Target Field,,,,
201900221.0,sea,hou,2.0,3.0,2019-04-14,,,,,,T-Mobile Park,,,,
201900222.0,lan,mil,7.0,1.0,2019-04-14,,,,,,Dodger Stadium,,,,
201900223.0,atl,nyn,7.0,3.0,2019-04-14,,,,,,SunTrust Park,,,,
201900224.0,tex,oak,8.0,7.0,2019-04-14,,,,,,Globe Life Park in Arlington,,,,
201900225.0,mia,phi,1.0,3.0,2019-04-14,,,,,,Marlins Park,,,,
201900226.0,was,pit,3.0,4.0,2019-04-14,,,,,,Nationals Park,,,,
201900227.0,ari,sdn,8.0,4.0,2019-04-14,,,,,,Chase Field,,,,
201900228.0,cin,sln,5.0,9.0,2019-04-14,,,,,,Estadio de Beisbol Monterrey,,,,
201900229.0,tor,tba,4.0,8.0,2019-04-14,,,,,,Rogers Centre,,,,
201900230.0,tex,ana,12.0,7.0,2019-04-15,,,,,,Globe Life Park in Arlington,,,,
201900231.0,bos,bal,1.0,8.0,2019-04-15,,,,,,Fenway Park,,,,
201900232.0,mia,chn,2.0,7.0,2019-04-15,,,,,,Marlins Park,,,,
201900233.0,lan,cin,4.0,3.0,2019-04-15,,,,,,Dodger Stadium,,,,
201900234.0,sea,cle,4.0,6.0,2019-04-15,,,,,,T-Mobile Park,,,,
201900235.0,sdn,col,2.0,5.0,2019-04-15,,,,,,Petco Park,,,,
201900236.0,cha,kca,5.0,4.0,2019-04-15,,,,,,Guaranteed Rate Field,,,,
201900237.0,phi,nyn,6.0,7.0,2019-04-15,,,,,,Citizens Bank Park,,,,
201900238.0,mil,sln,10.0,7.0,2019-04-15,,,,,,Miller Park,,,,
201900239.0,min,tor,3.0,5.0,2019-04-15,,,,,,Target Field,,,,
201900240.0,tex,ana,5.0,0.0,2019-04-16,,,,,,Globe Life Park in Arlington,,,,
201900241.0,atl,ari,6.0,9.0,2019-04-16,,,,,,SunTrust Park,,,,
201900242.0,tba,bal,4.0,2.0,2019-04-16,,,,,,Tropicana Field,,,,
201900243.0,nya,bos,8.0,0.0,2019-04-16,,,,,,Yankee Stadium,,,,
201900244.0,mia,chn,0.0,4.0,2019-04-16,,,,,,Marlins Park,,,,
201900245.0,lan,cin,6.0,1.0,2019-04-16,,,,,,Dodger Stadium,,,,
201900246.0,sea,cle,2.0,4.0,2019-04-16,,,,,,T-Mobile Park,,,,
201900247.0,sdn,col,2.0,8.0,2019-04-16,,,,,,Petco Park,,,,
201900248.0,oak,hou,1.0,9.0,2019-04-16,,,,,,Oakland Coliseum,,,,
201900249.0,cha,kca,5.0,1.0,2019-04-16,,,,,,Guaranteed Rate Field,,,,
201900250.0,phi,nyn,14.0,3.0,2019-04-16,,,,,,Citizens Bank Park,,,,
201900251.0,det,pit,3.0,5.0,2019-04-16,,,,,,Comerica Park,,,,
201900252.0,was,sfn,3.0,7.0,2019-04-16,,,,,,Nationals Park,,,,
201900253.0,mil,sln,8.0,4.0,2019-04-16,,,,,,Miller Park,,,,
201900254.0,min,tor,5.0,6.0,2019-04-16,,,,,,Target Field,,,,
201900255.0,tex,ana,5.0,4.0,2019-04-17,,,,,,Globe Life Park in Arlington,,,,
201900256.0,atl,ari,2.0,3.0,2019-04-17,,,,,,SunTrust Park,,,,
201900257.0,tba,bal,8.0,1.0,2019-04-17,,,,,,Tropicana Field,,,,
201900258.0,nya,bos,5.0,3.0,2019-04-17,,,,,,Yankee Stadium,,,,
201900259.0,mia,chn,0.0,6.0,2019-04-17,,,,,,Marlins Park,,,,
201900260.0,lan,cin,3.0,2.0,2019-04-17,,,,,,Dodger Stadium,,,,
201900261.0,sea,cle,0.0,1.0,2019-04-17,,,,,,T-Mobile Park,,,,
201900262.0,oak,hou,2.0,1.0,2019-04-17,,,,,,Oakland Coliseum,,,,
201900263.0,cha,kca,3.0,4.0,2019-04-17,,,,,,Guaranteed Rate Field,,,,
201900264.0,phi,nyn,3.0,2.0,2019-04-17,,,,,,Citizens Bank Park,,,,
201900265.0,det,pit,2.0,3.0,2019-04-17,,,,,,Comerica Park,,,,
201900266.0,was,sfn,9.0,6.0,2019-04-17,,,,,,Nationals Park,,,,
201900267.0,mil,sln,3.0,6.0,2019-04-17,,,,,,Miller Park,,,,
201900268.0,min,tor,4.0,1.0,2019-04-17,,,,,,Target Field,,,,
201900269.0,atl,ari,1.0,4.0,2019-04-18,,,,,,SunTrust Park,,,,
201900270.0,tba,bal,5.0,6.0,2019-04-18,,,,,,Tropicana Field,,,,
201900271.0,det,cha,9.0,7.0,2019-04-18,,,,,,Comerica Park,,,,
201900272.0,sdn,cin,1.0,4.0,2019-04-18,,,,,,Petco Park,,,,
201900273.0,nya,kca,1.0,6.0,2019-04-18,,,,,,Yankee Stadium,,,,
201900274.0,mil,lan,1.0,3.0,2019-04-18,,,,,,Miller Park,,,,
201900275.0,col,phi,6.0,2.0,2019-04-18,,,,,,Coors Field,,,,
201900276.0,ana,sea,10.0,11.0,2019-04-18,,,,,,Angel Stadium,,,,
201900277.0,was,sfn,4.0,2.0,2019-04-18,,,,,,Nationals Park,,,,
201900278.0,min,tor,4.0,7.0,2019-04-18,,,,,,Target Field,,,,
201900279.0,chn,ari,5.0,1.0,2019-04-19,,,,,,Wrigley Field,,,,
201900280.0,tba,bos,4.0,6.0,2019-04-19,,,,,,Tropicana Field,,,,
201900281.0,det,cha,3.0,7.0,2019-04-19,,,,,,Comerica Park,,,,
201900282.0,sdn,cin,2.0,3.0,2019-04-19,,,,,,Petco Park,,,,
201900283.0,tex,hou,2.0,7.0,2019-04-19,,,,,,Globe Life Park in Arlington,,,,
201900284.0,nya,kca,6.0,2.0,2019-04-19,,,,,,Yankee Stadium,,,,
201900285.0,mil,lan,3.0,5.0,2019-04-19,,,,,,Miller Park,,,,
201900286.0,sln,nyn,4.0,5.0,2019-04-19,,,,,,Busch Stadium,,,,
201900287.0,col,phi,4.0,3.0,2019-04-19,,,,,,Coors Field,,,,
201900288.0,ana,sea,3.0,5.0,2019-04-19,,,,,,Angel Stadium,,,,
201900289.0,pit,sfn,4.0,1.0,2019-04-19,,,,,,PNC Park,,,,
201900290.0,oak,tor,1.0,5.0,2019-04-19,,,,,,Oakland Coliseum,,,,
201900291.0,mia,was,3.0,2.0,2019-04-19,,,,,,Marlins Park,,,,
201900292.0,chn,ari,0.0,6.0,2019-04-20,,,,,,Wrigley Field,,,,
201900293.0,cle,atl,8.0,4.0,2019-04-20,,,,,,Progressive Field,,,,
201900294.0,cle,atl,7.0,8.0,2019-04-20,,,,,,Progressive Field,,,,
201900295.0,tba,bos,5.0,6.0,2019-04-20,,,,,,Tropicana Field,,,,
201900296.0,sdn,cin,2.0,4.0,2019-04-20,,,,,,Petco Park,,,,
201900297.0,tex,hou,9.0,4.0,2019-04-20,,,,,,Globe Life Park in Arlington,,,,
201900298.0,nya,kca,9.0,2.0,2019-04-20,,,,,,Yankee Stadium,,,,
201900299.0,mil,lan,5.0,0.0,2019-04-20,,,,,,Miller Park,,,,
201900300.0,bal,min,5.0,6.0,2019-04-20,,,,,,Oriole Park at Camden Yards,,,,
201900301.0,bal,min,7.0,16.0,2019-04-20,,,,,,Oriole Park at Camden Yards,,,,
201900302.0,sln,nyn,10.0,2.0,2019-04-20,,,,,,Busch Stadium,,,,
201900303.0,col,phi,5.0,8.0,2019-04-20,,,,,,Coors Field,,,,
201900304.0,ana,sea,5.0,6.0,2019-04-20,,,,,,Angel Stadium,,,,
201900305.0,pit,sfn,3.0,1.0,2019-04-20,,,,,,PNC Park,,,,
201900306.0,oak,tor,1.0,10.0,2019-04-20,,,,,,Oakland Coliseum,,,,
201900307.0,mia,was,9.0,3.0,2019-04-20,,,,,,Marlins Park,,,,
201900308.0,chn,ari,2.0,1.0,2019-04-21,,,,,,Wrigley Field,,,,
201900309.0,cle,atl,5.0,11.0,2019-04-21,,,,,,Progressive Field,,,,
201900310.0,tba,bos,3.0,4.0,2019-04-21,,,,,,Tropicana Field,,,,
201900311.0,det,cha,4.0,3.0,2019-04-21,,,,,,Comerica Park,,,,
201900312.0,sdn,cin,4.0,3.0,2019-04-21,,,,,,Petco Park,,,,
