ab_id,des,event_num,g_id,player_id,date,BS,CORRECT,team,is_home_team
2015035269,Tampa Bay Rays Manager Kevin Cash ejected by HP umpire Mike Estabrook.  ,252,201500467,408211,5/10/15,,,tba,TRUE
2015035269,Tampa Bay Rays Hitting Coach Derek Shelton ejected by HP umpire Mike Estabrook.  ,255,201500467,486359,5/10/15,,,tba,TRUE
2015037614,Los Angeles Dodgers Manager Don Mattingly ejected by 3B umpire Bob Davidson.  ,250,201500498,118443,5/13/15,,,lan,TRUE
2015038122,Cleveland Indians Manager Terry Francona ejected by HP umpire Mike Everitt.  ,257,201500505,114378,5/13/15,,,cle,TRUE
2015038294,Washington Nationals right fielder Bryce Harper ejected by HP umpire Rob Drake.  ,502,201500507,547180,5/13/15,,,was,FALSE
2015038294,Washington Nationals Manager Matt Williams ejected by HP umpire Rob Drake.  ,504,201500507,124326,5/13/15,,,was,FALSE
2015041941,Colorado Rockies left fielder Charlie Blackmon ejected by HP umpire Marty Foster.  ,271,201500555,453568,5/17/15,Y,I,col,FALSE
2015043035,Colorado Rockies catcher Nick Hundley ejected by 1B umpire Hunter Wendelstedt.  ,554,201500569,460026,5/18/15,,,col,TRUE
2015043614,Detroit Tigers Manager Brad Ausmus ejected by HP umpire Tripp Gibson III.  ,336,201500577,110385,5/19/15,Y,C,det,TRUE
2015043800,New York Yankees Pitching Coach Larry Rothschild ejected by HP umpire Jim Joyce.  ,611,201500579,121495,5/19/15,Y,C,nya,FALSE
2015044895,Washington Nationals right fielder Bryce Harper ejected by HP umpire Marvin Hudson.  ,179,201500594,547180,5/20/15,Y,I,was,TRUE
2015044895,Washington Nationals Manager Matt Williams ejected by HP umpire Marvin Hudson.  ,181,201500594,124326,5/20/15,Y,I,was,TRUE
2015045894,Milwaukee Brewers pitcher Will Smith ejected by 2B umpire Jim Joyce.  ,378,201500607,519293,5/21/15,,,mil,FALSE
2015046103,Seattle Mariners third baseman Kyle Seager ejected by HP umpire John Tumpane.  ,384,201500610,572122,5/21/15,Y,C,sea,FALSE
2015047605,Baltimore Orioles pitcher Brian Matusz ejected by 3B umpire Paul Emmel.  ,699,201500629,451085,5/23/15,,,bal,FALSE
2015047693,Cincinnati Reds Manager Bryan Price ejected by 2B umpire Jim Reynolds.  ,4,201500631,427406,5/23/15,,,cin,FALSE
2015048259,San Diego Padres left fielder Justin Upton ejected by HP umpire Clint Fagan.  ,396,201500638,457708,5/23/15,Y,C,sdn,FALSE
2015053281,Baltimore Orioles third baseman Manny Machado ejected by HP umpire Toby Basner.  ,489,201500706,592518,5/28/15,,,bal,TRUE
2015053890,Boston Red Sox Manager John Farrell ejected by HP umpire Todd Tichenor.  ,520,201500714,114023,5/29/15,Y,C,bos,FALSE
2015053890,Boston Red Sox first baseman Mike Napoli ejected by HP umpire Todd Tichenor.  ,522,201500714,435063,5/29/15,Y,C,bos,FALSE
2015054117,Philadelphia Phillies Manager Ryne Sandberg ejected by HP umpire Angel Hernandez.  ,465,201500717,121665,5/29/15,,,phi,TRUE
2015054318,Los Angeles Dodgers Manager Don Mattingly ejected by HP umpire Mike Winters.  ,388,201500720,118443,5/29/15,Y,C,lan,FALSE
2015054323,Los Angeles Dodgers catcher A.  J.   Ellis ejected by HP umpire Mike Winters.  ,441,201500720,454560,5/29/15,Y,C,lan,FALSE
2015055794,Washington Nationals third baseman Yunel Escobar ejected by HP umpire Andy Fletcher.  ,461,201500740,488862,5/30/15,Y,C,was,FALSE
2015056112,Texas Rangers Manager Jeff Banister ejected by 2B umpire Todd Tichenor.  ,635,201500743,110529,5/31/15,Y,I,tex,TRUE
2015057541,San Diego Padres right fielder Matt Kemp ejected by HP umpire Dan Iassogna.  ,463,201500762,461314,6/1/15,Y,C,sdn,TRUE
2015057541,San Diego Padres Manager Bud Black ejected by HP umpire Dan Iassogna.  ,465,201500762,111034,6/1/15,Y,C,sdn,TRUE
2015058350,St.   Louis Cardinals Manager Mike Matheny ejected by HP umpire Joe West.  ,367,201500773,118414,6/2/15,Y,I,stl,FALSE
2015058350,St.   Louis Cardinals left fielder Matt Holliday ejected by HP umpire Joe West.  ,369,201500773,407812,6/2/15,Y,I,stl,FALSE
2015058447,Seattle Mariners catcher Mike Zunino ejected by 1B umpire Will Little.  ,161,201500775,572287,6/2/15,,,sea,TRUE
2015058447,Seattle Mariners Manager Lloyd McClendon ejected by 1B umpire Will Little.  ,163,201500775,118576,6/2/15,,,sea,TRUE
2015059268,Miami Marlins Manager Dan Jennings ejected by HP umpire James Hoye.  ,552,201500785,664479,6/3/15,,,mia,TRUE
2015060190,Baltimore Orioles Manager Buck Showalter ejected by HP umpire Brian Gorman.  ,96,201500798,427469,6/4/15,Y,I,bal,FALSE
2015062633,Arizona Diamondbacks Manager Chip Hale ejected by HP umpire Mark Ripperger.  ,376,201500830,115330,6/6/15,Y,I,azn,FALSE
2015063208,New York Yankees pitcher CC Sabathia ejected by HP umpire Dan Bellino.  ,328,201500838,282332,6/7/15,Y,C,nya,TRUE
2015063208,New York Yankees Manager Joe Girardi ejected by HP umpire Dan Bellino.  ,330,201500838,114833,6/7/15,Y,C,nya,TRUE
2015063887,Atlanta Braves pitcher Alex Wood ejected by HP umpire Mark Carlson.  ,341,201500847,622072,6/7/15,Y,C,atl,TRUE
2015064495,Toronto Blue Jays Manager John Gibbons ejected by 1B umpire Angel Hernandez.  ,165,201500856,114744,6/8/15,,,tor,TRUE
2015065465,Cincinnati Reds right fielder Jay Bruce ejected by HP umpire Adam Hamari.  ,227,201500869,457803,6/9/15,Y,I,cin,TRUE
2015066399,Minnesota Twins right fielder Torii Hunter ejected by HP umpire Mark Ripperger.  ,545,201500881,116338,6/10/15,Y,I,min,TRUE
2015066399,Minnesota Twins Manager Paul Molitor ejected by HP umpire Mark Ripperger.  ,547,201500881,119236,6/10/15,Y,I,min,TRUE
2015067439,San Diego Padres Manager Bud Black ejected by HP umpire Jordan Baker.  ,399,201500895,111034,6/11/15,,,sdn,FALSE
2015068325,Los Angeles Dodgers first baseman Adrian Gonzalez ejected by HP umpire Doug Eddings.  ,445,201500907,408236,6/12/15,Y,I,lan,FALSE
2015068545,Los Angeles Angels Manager Mike Scioscia ejected by 1B umpire Chris Conroy.  ,406,201500910,121919,6/12/15,,,laa,FALSE
2015070533,San Diego Padres Hitting Coach Mark Kotsay ejected by HP umpire Adrian Johnson.  ,289,201500936,117276,6/14/15,Y,I,sdn,TRUE
2015070897,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Cory Blaser.  ,514,201500940,116346,6/14/15,Y,I,pit,TRUE
2015071913,Philadelphia Phillies third baseman Maikel Franco ejected by HP umpire Eric Cooper.  ,337,201500954,596748,6/15/15,Y,C,phi,FALSE
2015072492,Cleveland Indians center fielder Michael Bourn ejected by HP umpire Phil Cuzzi.  ,258,201500962,456422,6/16/15,Y,I,cle,FALSE
2015072526,Chicago Cubs catcher Miguel Montero ejected by HP umpire Phil Cuzzi.  ,547,201500962,471083,6/16/15,Y,C,chn,TRUE
2015073043,Philadelphia Phillies pitcher Justin DeFratus ejected by HP umpire Lance Barksdale.  ,492,201500969,518603,6/16/15,,,phi,FALSE
2015073133,San Francisco Giants center fielder Angel Pagan ejected by HP umpire John Hirschbeck.  ,503,201500970,434636,6/16/15,Y,I,sfn,TRUE
2015073133,San Francisco Giants Manager Bruce Bochy ejected by HP umpire John Hirschbeck.  ,505,201500970,111136,6/16/15,Y,I,sfn,TRUE
2015073507,Boston Red Sox Manager John Farrell ejected by 1B umpire Larry Vanover.  ,555,201500975,114023,6/17/15,,,bos,FALSE
2015073732,Colorado Rockies Manager Walt Weiss ejected by 2B umpire Jerry Layne.  ,209,201500978,124054,6/17/15,,,col,TRUE
2015074025,Chicago White Sox Manager Robin Ventura ejected by HP umpire Alfonso Marquez.  ,213,201500982,123697,6/17/15,,,cha,TRUE
2015075529,Toronto Blue Jays Manager John Gibbons ejected by HP umpire CB Bucknor.  ,67,201501003,114744,6/19/15,,,tor,TRUE
2015075584,Toronto Blue Jays pitcher Roberto Osuna ejected by HP umpire CB Bucknor.  ,534,201501003,532077,6/19/15,,,tor,TRUE
2015075584,Toronto Blue Jays Bench Coach DeMarlo Hale ejected by HP umpire CB Bucknor.  ,536,201501003,427204,6/19/15,,,tor,TRUE
2015076778,Boston Red Sox designated hitter David Ortiz ejected by HP umpire Bruce Dreckman.  ,520,201501019,120074,6/20/15,,,bos,FALSE
2015077003,Houston Astros Manager AJ Hinch ejected by 3B umpire Mike DiMuro.  ,351,201501022,134460,6/20/15,,,hou,FALSE
2015079308,Tampa Bay Rays shortstop Asdrubal Cabrera ejected by HP umpire Kerwin Danley.  ,354,201501053,452678,6/22/15,Y,C,tba,TRUE
2015079558,Boston Red Sox Manager John Farrell ejected by HP umpire Tim Timmons.  ,512,201501056,114023,6/23/15,Y,I,bos,TRUE
2015079777,Cleveland Indians Pitching Coach Mickey Callaway ejected by HP umpire Eric Cooper.  ,313,201501059,209068,6/23/15,Y,C,cle,TRUE
2015080348,San Diego Padres Interim Manager Pat Murphy ejected by HP umpire Fieldin Culbreth.  ,468,201501066,580268,6/23/15,,,sdn,FALSE
2015080348,San Diego Padres right fielder Matt Kemp ejected by 1B umpire Jim Reynolds.  ,470,201501066,461314,6/23/15,,,sdn,FALSE
2015081396,New York Yankees Manager Joe Girardi ejected by 1B umpire Alan Porter.  ,201,201501080,114833,6/24/15,,,nya,TRUE
2015082287,New York Mets Manager Terry Collins ejected by 2B umpire Larry Vanover.  ,221,201501091,492632,6/25/15,,,nyn,FALSE
2015084385,Houston Astros pitcher Brett Oberholtzer ejected by HP umpire Rob Drake.  ,151,201501119,519085,6/27/15,,,hou,TRUE
2015084743,Boston Red Sox first baseman Mike Napoli ejected by HP umpire Tripp Gibson III.  ,82,201501124,435063,6/28/15,Y,C,bos,FALSE
2015085153,Cleveland Indians Manager Terry Francona ejected by HP umpire Ron Kulpa.  ,582,201501129,114378,6/28/15,Y,C,cle,FALSE
2015088824,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Gerry Davis.  ,470,201501178,114744,7/2/15,,,tor,TRUE
2015089292,Detroit Tigers Manager Brad Ausmus ejected by HP umpire Sam Holbrook.  ,324,201501184,110385,7/2/15,Y,C,det,TRUE
2015089386,San Diego Padres third baseman Yangervis Solarte ejected by HP umpire Bob Davidson.  ,378,201501185,500208,7/2/15,,,sdn,FALSE
2015091321,Cincinnati Reds catcher Brayan Pena ejected by HP umpire Bill Welke.  ,308,201501211,430910,7/4/15,,,cin,TRUE
2015092877,San Francisco Giants Manager Bruce Bochy ejected by HP umpire Phil Cuzzi.  ,298,201501232,111136,7/5/15,Y,C,sfn,FALSE
2015092877,San Francisco Giants pitcher Ryan Vogelsong ejected by HP umpire Phil Cuzzi.  ,300,201501232,285064,7/5/15,Y,C,sfn,FALSE
2015094852,St.   Louis Cardinals pitcher Seth Maness ejected by 1B umpire Pat Hoberg.  ,499,201501258,595307,7/7/15,,,stl,FALSE
2015095957,St.   Louis Cardinals Manager Mike Matheny ejected by HP umpire Pat Hoberg.  ,452,201501273,118414,7/8/15,Y,C,stl,FALSE
2015095957,St.   Louis Cardinals catcher Yadier Molina ejected by HP umpire Pat Hoberg.  ,454,201501273,425877,7/8/15,Y,C,stl,FALSE
2015096780,Kansas City Royals center fielder Lorenzo Cain ejected by HP umpire Chris Segal.  ,520,201501284,456715,7/9/15,Y,C,kca,TRUE
2015098345,Detroit Tigers designated hitter Victor Martinez ejected by HP umpire Marty Foster.  ,346,201501306,400121,7/11/15,Y,I,det,FALSE
2015098436,Houston Astros Pitching Coach Brent Strom ejected by HP umpire Greg Gibson.  ,460,201501307,122884,7/11/15,Y,C,hou,FALSE
2015098831,Pittsburgh Pirates catcher Francisco Cervelli ejected by HP umpire Vic Carapazza.  ,65,201501313,465041,7/11/15,,,pit,TRUE
2015098831,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Vic Carapazza.  ,67,201501313,116346,7/11/15,,,pit,TRUE
2015100110,Toronto Blue Jays designated hitter Jose Bautista ejected by HP umpire Jerry Meals.  ,635,201501329,430832,7/12/15,,,tor,FALSE
2015100942,New York Mets Manager Terry Collins ejected by HP umpire Chad Fairchild.  ,349,201501341,492632,7/17/15,Y,I,nyn,FALSE
2015102533,Detroit Tigers second baseman Ian Kinsler ejected by HP umpire Manny Gonzalez.  ,165,201501362,435079,7/19/15,Y,I,det,TRUE
2015103775,Chicago Cubs catcher David Ross ejected by HP umpire Paul Schrieber.  ,427,201501377,424325,7/20/15,,,chn,FALSE
2015104791,Los Angeles Dodgers Manager Don Mattingly ejected by HP umpire James Hoye.  ,532,201501390,118443,7/21/15,Y,I,lan,FALSE
2015105723,Chicago Cubs Manager Joe Maddon ejected by 1B umpire Adam Hamari.  ,260,201501403,427309,7/22/15,,,chn,FALSE
2015106055,Arizona Diamondbacks Hitting Coach Turner Ward ejected by HP umpire Vic Carapazza.  ,397,201501407,123930,7/22/15,,,azn,FALSE
2015106059,Arizona Diamondbacks pitcher Dominic Leone ejected by HP umpire Vic Carapazza.  ,428,201501407,608678,7/22/15,,,azn,FALSE
2015106755,Oakland Athletics Manager Bob Melvin ejected by HP umpire Hunter Wendelstedt.  ,321,201501416,118942,7/22/15,Y,C,oak,TRUE
2015109391,Minnesota Twins Manager Paul Molitor ejected by HP umpire Jeff Nelson.  ,357,201501452,119236,7/25/15,,,min,TRUE
2015111124,Boston Red Sox first baseman Mike Napoli ejected by HP umpire Toby Basner.  ,106,201501475,435063,7/27/15,Y,C,bos,TRUE
2015111571,Milwaukee Brewers center fielder Carlos Gomez ejected by 3B umpire Gerry Davis.  ,498,201501480,460576,7/27/15,,,mil,FALSE
2015111571,Milwaukee Brewers Manager Craig Counsell ejected by 3B umpire Gerry Davis.  ,500,201501480,112736,7/27/15,,,mil,FALSE
2015113295,Cleveland Indians Manager Terry Francona ejected by HP umpire Tom Woodring.  ,279,201501504,114378,7/29/15,,,cle,TRUE
2015116052,Washington Nationals right fielder Bryce Harper ejected by HP umpire Jerry Meals.  ,643,201501539,547180,7/31/15,Y,I,was,FALSE
2015116072,Los Angeles Angels Manager Mike Scioscia ejected by HP umpire Chris Segal.  ,105,201501540,121919,8/1/15,Y,I,laa,FALSE
2015116914,Seattle Mariners Manager Lloyd McClendon ejected by 1B umpire Mike Muchlinski.  ,550,201501551,118576,8/1/15,,,sea,FALSE
2015117420,Chicago Cubs Manager Joe Maddon ejected by 2B umpire Hunter Wendelstedt.  ,226,201501558,427309,8/2/15,,,chn,FALSE
2015117733,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Jim Wolf.  ,426,201501562,114744,8/2/15,,,tor,TRUE
2015117739,Toronto Blue Jays pitcher Aaron Sanchez ejected by HP umpire Jim Wolf.  ,467,201501562,592717,8/2/15,,,tor,TRUE
2015117739,Toronto Blue Jays Bench Coach DeMarlo Hale ejected by HP umpire Jim Wolf.  ,469,201501562,427204,8/2/15,,,tor,TRUE
2015117891,Pittsburgh Pirates first baseman Sean Rodriguez ejected by 1B umpire Joe West.  ,447,201501564,446481,8/2/15,,,pit,FALSE
2015117893,Cincinnati Reds first baseman Joey Votto ejected by 1B umpire Joe West.  ,468,201501564,458015,8/2/15,,,cin,TRUE
2015117893,Cincinnati Reds center fielder Marlon Byrd ejected by 1B umpire Joe West.  ,470,201501564,407781,8/2/15,,,cin,TRUE
2015117899,Pittsburgh Pirates pitcher Mark Melancon ejected by HP umpire D.  J.   Reyburn.  ,527,201501564,453343,8/2/15,,,pit,FALSE
2015117899,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire D.  J.   Reyburn.  ,529,201501564,116346,8/2/15,,,pit,FALSE
2015122776,Miami Marlins Manager Dan Jennings ejected by HP umpire David Rackley.  ,577,201501627,664479,8/7/15,Y,C,mia,FALSE
2015122979,Philadelphia Phillies Pitching Coach Bob McClure ejected by HP umpire Mike Estabrook.  ,316,201501630,118584,8/7/15,Y,C,phi,FALSE
2015124410,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Greg Gibson.  ,159,201501649,114744,8/8/15,,,tor,FALSE
2015125520,Texas Rangers Manager Jeff Banister ejected by HP umpire Lance Barrett.  ,441,201501663,110529,8/9/15,Y,I,tex,FALSE
2015125769,San Diego Padres Interim Manager Pat Murphy ejected by HP umpire Tony Randazzo.  ,238,201501667,580268,8/10/15,Y,C,sdn,TRUE
2015130422,Chicago White Sox Manager Robin Ventura ejected by HP umpire Joe West.  ,500,201501728,123697,8/15/15,Y,C,cha,TRUE
2015130616,Houston Astros Manager AJ Hinch ejected by HP umpire Bill Miller.  ,269,201501731,134460,8/15/15,,,hou,TRUE
2015130932,Milwaukee Brewers Manager Craig Counsell ejected by 2B umpire Fieldin Culbreth.  ,391,201501735,112736,8/15/15,,,mil,TRUE
2015131345,Washington Nationals Pitching Coach Steve McCatty ejected by HP umpire Cory Blaser.  ,191,201501740,118565,8/15/15,Y,C,was,FALSE
2015131453,Kansas City Royals catcher Salvador Perez ejected by HP umpire Quinn Wolcott.  ,397,201501741,521692,8/16/15,Y,C,kca,TRUE
2015131818,Detroit Tigers second baseman Ian Kinsler ejected by HP umpire Doug Eddings.  ,481,201501746,435079,8/16/15,Y,C,det,FALSE
2015132257,San Diego Padres Interim Manager Pat Murphy ejected by 3B umpire Dan Iassogna.  ,282,201501752,580268,8/16/15,,,sdn,FALSE
2015133015,Oakland Athletics center fielder Sam Fuld ejected by HP umpire Brian Knight.  ,269,201501762,453539,8/17/15,,,oak,FALSE
2015133015,Oakland Athletics Manager Bob Melvin ejected by HP umpire Brian Knight.  ,271,201501762,118942,8/17/15,,,oak,FALSE
2015133784,Kansas City Royals Manager Ned Yost III ejected by HP umpire Mark Carlson.  ,652,201501771,124681,8/18/15,,,kca,FALSE
2015135753,Atlanta Braves Manager Fredi Gonzalez ejected by HP umpire Doug Eddings.  ,180,201501797,427190,8/20/15,Y,C,atl,FALSE
2015135950,New York Yankees Manager Joe Girardi ejected by HP umpire Dan Iassogna.  ,562,201501799,114833,8/20/15,Y,C,nya,TRUE
2015136682,Seattle Mariners Manager Lloyd McClendon ejected by HP umpire Quinn Wolcott.  ,549,201501809,118576,8/21/15,Y,C,sea,TRUE
2015137502,Detroit Tigers Manager Brad Ausmus ejected by 3B umpire Ron Kulpa.  ,359,201501820,110385,8/21/15,,,det,TRUE
2015137878,Cleveland Indians Manager Terry Francona ejected by 2B umpire Dan Iassogna.  ,207,201501825,114378,8/22/15,,,cle,FALSE
2015138485,St.   Louis Cardinals third baseman Matt Carpenter ejected by HP umpire Chris Segal.  ,288,201501833,572761,8/22/15,Y,I,stl,FALSE
2015138567,Tampa Bay Rays first baseman James Loney ejected by HP umpire Paul Nauert.  ,316,201501834,425766,8/22/15,Y,I,tba,FALSE
2015139203,Los Angeles Dodgers right fielder Yasiel Puig ejected by HP umpire James Hoye.  ,504,201501842,624577,8/23/15,Y,C,lan,FALSE
2015139359,Minnesota Twins Manager Paul Molitor ejected by HP umpire Chris Conroy.  ,568,201501844,119236,8/23/15,,,min,FALSE
2015139799,Texas Rangers third baseman Adrian Beltre ejected by HP umpire Adam Hamari.  ,276,201501850,134181,8/23/15,Y,C,tex,FALSE
2015139799,Texas Rangers Manager Jeff Banister ejected by 1B umpire Ron Kulpa.  ,280,201501850,110529,8/23/15,,,tex,FALSE
2015140586,Miami Marlins pitcher Erik Cordier ejected by HP umpire Jeff Kellogg.  ,481,201501860,449170,8/24/15,,,mia,TRUE
2015141457,Philadelphia Phillies Bench Coach Larry Bowa ejected by HP umpire Dan Bellino.  ,527,201501871,111281,8/25/15,,,phi,TRUE
2015141686,San Diego Padres Interim Manager Pat Murphy ejected by HP umpire David Rackley.  ,507,201501874,580268,8/25/15,,,sdn,FALSE
2015142263,Houston Astros left fielder Colby Rasmus ejected by HP umpire Sam Holbrook.  ,323,201501882,458675,8/26/15,Y,I,hou,FALSE
2015143483,Pittsburgh Pirates catcher Francisco Cervelli ejected by HP umpire Alan Porter.  ,175,201501898,465041,8/27/15,Y,C,pit,FALSE
2015144019,Boston Red Sox third baseman Pablo Sandoval ejected by HP umpire John Hirschbeck.  ,567,201501905,467055,8/28/15,,,bos,FALSE
2015144414,Tampa Bay Rays Manager Kevin Cash ejected by 1B umpire Brian O'Nora.  ,262,201501911,408211,8/28/15,,,tba,TRUE
2015146210,New York Mets Hitting Coach Kevin Long ejected by HP umpire Joe West.  ,164,201501935,438989,8/30/15,Y,I,nyn,TRUE
2015146454,Colorado Rockies pitcher Jorge De La Rosa ejected by HP umpire Jeff Nelson.  ,423,201501938,407822,8/30/15,Y,C,col,FALSE
2015148261,Arizona Diamondbacks Manager Chip Hale ejected by HP umpire Tim Timmons.  ,68,201501961,115330,9/1/15,,,azn,FALSE
2015149142,San Francisco Giants Manager Bruce Bochy ejected by HP umpire Mike Winters.  ,399,201501972,111136,9/1/15,Y,I,sfn,FALSE
2015149142,San Francisco Giants pitcher Jake Peavy ejected by HP umpire Mike Winters.  ,401,201501972,408241,9/1/15,Y,I,sfn,FALSE
2015149803,Detroit Tigers first baseman Miguel Cabrera ejected by 3B umpire Gary Cederstrom.  ,214,201501981,408234,9/2/15,Y,C,det,FALSE
2015150300,San Francisco Giants Manager Bruce Bochy ejected by 3B umpire Mike Winters.  ,372,201501987,111136,9/2/15,,,sfn,FALSE
2015152339,Toronto Blue Jays shortstop Cliff Pennington ejected by HP umpire Tim Timmons.  ,393,201502013,460060,9/5/15,,,tor,TRUE
2015154835,San Diego Padres left fielder Melvin Upton ejected by HP umpire Mike Muchlinski.  ,637,201502046,425834,9/7/15,Y,C,sdn,TRUE
2015155072,Miami Marlins Manager Dan Jennings ejected by HP umpire Marvin Hudson.  ,523,201502049,664479,9/7/15,Y,I,mia,TRUE
2015156098,Los Angeles Angels Manager Mike Scioscia ejected by 3B umpire Tripp Gibson III.  ,485,201502063,121919,9/8/15,,,laa,FALSE
2015157583,Cincinnati Reds first baseman Joey Votto ejected by HP umpire Bill Welke.  ,513,201502082,458015,9/9/15,Y,I,cin,TRUE
